project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,cross_period_review_dossier_path,cross_period_review_index_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-005501,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5501_obs-evo-cand-005501_evobc-cat-05501_evolution-candidate/10_cross-period-review-index.json,瓛,U+74DB,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-005502,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5502_obs-evo-cand-005502_evobc-cat-05502_evolution-candidate/10_cross-period-review-index.json,瓜,U+74DC,13,needs_human_evolution_review,2026-06-20
obs-evo-cand-005503,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5503_obs-evo-cand-005503_evobc-cat-05503_evolution-candidate/10_cross-period-review-index.json,瓞,U+74DE,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-005504,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5504_obs-evo-cand-005504_evobc-cat-05504_evolution-candidate/10_cross-period-review-index.json,瓠,U+74E0,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-005505,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5505_obs-evo-cand-005505_evobc-cat-05505_evolution-candidate/10_cross-period-review-index.json,瓢,U+74E2,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-005506,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5506_obs-evo-cand-005506_evobc-cat-05506_evolution-candidate/10_cross-period-review-index.json,瓣,U+74E3,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-005507,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5507_obs-evo-cand-005507_evobc-cat-05507_evolution-candidate/10_cross-period-review-index.json,瓦,U+74E6,12,needs_human_evolution_review,2026-06-20
obs-evo-cand-005508,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5508_obs-evo-cand-005508_evobc-cat-05508_evolution-candidate/10_cross-period-review-index.json,瓨,U+74E8,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-005509,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5509_obs-evo-cand-005509_evobc-cat-05509_evolution-candidate/10_cross-period-review-index.json,瓪,U+74EA,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-005510,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/056_005501-005600_obs-evo-cand-bucket_evolution-candidates/5510_obs-evo-cand-005510_evobc-cat-05510_evolution-candidate/10_cross-period-review-index.json,瓬,U+74EC,1,needs_human_evolution_review,2026-06-20
