project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,cross_period_review_dossier_path,cross_period_review_index_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-002601,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2601_obs-evo-cand-002601_evobc-cat-02601_evolution-candidate/10_cross-period-review-index.json,嶺,U+5DBA,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-002602,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2602_obs-evo-cand-002602_evobc-cat-02602_evolution-candidate/10_cross-period-review-index.json,嶼,U+5DBC,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-002603,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2603_obs-evo-cand-002603_evobc-cat-02603_evolution-candidate/10_cross-period-review-index.json,嶽,U+5DBD,43,needs_human_evolution_review,2026-06-20
obs-evo-cand-002604,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2604_obs-evo-cand-002604_evobc-cat-02604_evolution-candidate/10_cross-period-review-index.json,巀,U+5DC0,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-002605,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2605_obs-evo-cand-002605_evobc-cat-02605_evolution-candidate/10_cross-period-review-index.json,巂,U+5DC2,20,needs_human_evolution_review,2026-06-20
obs-evo-cand-002606,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2606_obs-evo-cand-002606_evobc-cat-02606_evolution-candidate/10_cross-period-review-index.json,巍,U+5DCD,22,needs_human_evolution_review,2026-06-20
obs-evo-cand-002607,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2607_obs-evo-cand-002607_evobc-cat-02607_evolution-candidate/10_cross-period-review-index.json,巒,U+5DD2,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-002608,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2608_obs-evo-cand-002608_evobc-cat-02608_evolution-candidate/10_cross-period-review-index.json,巖,U+5DD6,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-002609,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2609_obs-evo-cand-002609_evobc-cat-02609_evolution-candidate/10_cross-period-review-index.json,巛,U+5DDB,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-002610,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/027_002601-002700_obs-evo-cand-bucket_evolution-candidates/2610_obs-evo-cand-002610_evobc-cat-02610_evolution-candidate/10_cross-period-review-index.json,川,U+5DDD,100,needs_human_evolution_review,2026-06-20
