project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,cross_period_review_dossier_path,cross_period_review_index_path,evolution_review_fact_matrix_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-008201,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8201_obs-evo-cand-008201_evobc-cat-08201_evolution-candidate/11_evolution-review-fact-matrix.md,該,U+8A72,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-008202,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8202_obs-evo-cand-008202_evobc-cat-08202_evolution-candidate/11_evolution-review-fact-matrix.md,詳,U+8A73,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-008203,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8203_obs-evo-cand-008203_evobc-cat-08203_evolution-candidate/11_evolution-review-fact-matrix.md,詵,U+8A75,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008204,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8204_obs-evo-cand-008204_evobc-cat-08204_evolution-candidate/11_evolution-review-fact-matrix.md,詶,U+8A76,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008205,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8205_obs-evo-cand-008205_evobc-cat-08205_evolution-candidate/11_evolution-review-fact-matrix.md,詷,U+8A77,6,needs_human_evolution_review,2026-06-20
obs-evo-cand-008206,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8206_obs-evo-cand-008206_evobc-cat-08206_evolution-candidate/11_evolution-review-fact-matrix.md,詹,U+8A79,10,needs_human_evolution_review,2026-06-20
obs-evo-cand-008207,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8207_obs-evo-cand-008207_evobc-cat-08207_evolution-candidate/11_evolution-review-fact-matrix.md,詻,U+8A7B,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-008208,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8208_obs-evo-cand-008208_evobc-cat-08208_evolution-candidate/11_evolution-review-fact-matrix.md,詽,U+8A7D,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-008209,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8209_obs-evo-cand-008209_evobc-cat-08209_evolution-candidate/11_evolution-review-fact-matrix.md,詾,U+8A7E,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-008210,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/083_008201-008300_obs-evo-cand-bucket_evolution-candidates/8210_obs-evo-cand-008210_evobc-cat-08210_evolution-candidate/11_evolution-review-fact-matrix.md,詿,U+8A7F,3,needs_human_evolution_review,2026-06-20
