project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-008801,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8801_obs-evo-cand-008801_evobc-cat-08801_evolution-candidate/04_human-review-sheet.md,軖,U+8ED6,26,needs_human_evolution_review,2026-06-20
obs-evo-cand-008802,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8802_obs-evo-cand-008802_evobc-cat-08802_evolution-candidate/04_human-review-sheet.md,軘,U+8ED8,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008803,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8803_obs-evo-cand-008803_evobc-cat-08803_evolution-candidate/04_human-review-sheet.md,軜,U+8EDC,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008804,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8804_obs-evo-cand-008804_evobc-cat-08804_evolution-candidate/04_human-review-sheet.md,軝,U+8EDD,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-008805,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8805_obs-evo-cand-008805_evobc-cat-08805_evolution-candidate/04_human-review-sheet.md,軞,U+8EDE,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008806,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8806_obs-evo-cand-008806_evobc-cat-08806_evolution-candidate/04_human-review-sheet.md,軟,U+8EDF,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008807,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8807_obs-evo-cand-008807_evobc-cat-08807_evolution-candidate/04_human-review-sheet.md,軥,U+8EE5,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-008808,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8808_obs-evo-cand-008808_evobc-cat-08808_evolution-candidate/04_human-review-sheet.md,軧,U+8EE7,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008809,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8809_obs-evo-cand-008809_evobc-cat-08809_evolution-candidate/04_human-review-sheet.md,軨,U+8EE8,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-008810,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/089_008801-008900_obs-evo-cand-bucket_evolution-candidates/8810_obs-evo-cand-008810_evobc-cat-08810_evolution-candidate/04_human-review-sheet.md,軫,U+8EEB,12,needs_human_evolution_review,2026-06-20
