project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,image_reference_route_index_path,image_reference_route_gallery_path,human_review_sheet_path,human_evolution_dossier_path,evolution_dossier_index_path,cross_period_review_dossier_path,cross_period_review_index_path,evolution_review_fact_matrix_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-000601,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/601_obs-evo-cand-000601_evobc-cat-00601_evolution-candidate/11_evolution-review-fact-matrix.md,一,U+4E00,427,needs_human_evolution_review,2026-06-20
obs-evo-cand-000602,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/602_obs-evo-cand-000602_evobc-cat-00602_evolution-candidate/11_evolution-review-fact-matrix.md,丁,U+4E01,236,needs_human_evolution_review,2026-06-20
obs-evo-cand-000603,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/603_obs-evo-cand-000603_evobc-cat-00603_evolution-candidate/11_evolution-review-fact-matrix.md,丂,U+4E02,59,needs_human_evolution_review,2026-06-20
obs-evo-cand-000604,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/604_obs-evo-cand-000604_evobc-cat-00604_evolution-candidate/11_evolution-review-fact-matrix.md,七,U+4E03,109,needs_human_evolution_review,2026-06-20
obs-evo-cand-000605,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/605_obs-evo-cand-000605_evobc-cat-00605_evolution-candidate/11_evolution-review-fact-matrix.md,丄,U+4E04,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000606,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/606_obs-evo-cand-000606_evobc-cat-00606_evolution-candidate/11_evolution-review-fact-matrix.md,丅,U+4E05,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000607,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/607_obs-evo-cand-000607_evobc-cat-00607_evolution-candidate/11_evolution-review-fact-matrix.md,万,U+4E07,27,needs_human_evolution_review,2026-06-20
obs-evo-cand-000608,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/608_obs-evo-cand-000608_evobc-cat-00608_evolution-candidate/11_evolution-review-fact-matrix.md,丈,U+4E08,19,needs_human_evolution_review,2026-06-20
obs-evo-cand-000609,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/609_obs-evo-cand-000609_evobc-cat-00609_evolution-candidate/11_evolution-review-fact-matrix.md,三,U+4E09,192,needs_human_evolution_review,2026-06-20
obs-evo-cand-000610,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/05_image-reference-route-index.csv,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/06_image-reference-route-gallery.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/04_human-review-sheet.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/07_human-evolution-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/08_evolution-dossier-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/09_cross-period-review-dossier.md,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/10_cross-period-review-index.json,corpus/004_bronze-seal-modern-correspondences/007_000601-000700_obs-evo-cand-bucket_evolution-candidates/610_obs-evo-cand-000610_evobc-cat-00610_evolution-candidate/11_evolution-review-fact-matrix.md,上,U+4E0A,218,needs_human_evolution_review,2026-06-20
